run_id,evidence_status,target,model,framework,implementation_id,feature_set,feature_count,fold,seed,training_seconds,prediction_seconds,epochs,MAE,RMSE,sMAPE,nMAE,nRMSE
P10-load-random_forest-A_calendar_only-F01-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F01,42,0.41343200000028446,0.09083150000060414,N/A,499.01145922679825,689.1585068298257,11.655146803501216,0.12007941925450363,0.16583537661169254
P10-load-random_forest-B_lags_only-F01-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F01,42,0.4210059999995792,0.09395339999991847,N/A,419.585279219533,588.7413701960812,9.570061661785166,0.10096673277701464,0.14167153983555178
P10-load-random_forest-C_calendar_lags-F01-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F01,42,0.4155732999997781,0.09402779999982158,N/A,389.2084094224491,590.4921133764593,8.673182989800907,0.09365700708523314,0.14209282920772237
P10-load-random_forest-D_calendar_lags_rolling-F01-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,D_calendar_lags_rolling,11,F01,42,0.4253846000001431,0.09883519999948476,N/A,407.00010906616905,616.3636680755744,9.08787937988739,0.09793830548282656,0.1483184202358212
P10-load-random_forest-E_full-F01-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,E_full,12,F01,42,0.4795966000001499,0.09179710000080377,N/A,404.811710363848,614.5386004343634,9.036361374445724,0.09741170105238084,0.1478792458272888
P10-load-mlp-A_calendar_only-F01-S42,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,42,0.22846380000009958,0.0,12,729.54333,951.6413124176566,17.490372,0.17555335,0.22899781963077037
P10-load-mlp-A_calendar_only-F01-S123,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,123,0.09803269999974873,0.0,12,728.63324,955.2571970417182,17.450342,0.17533435,0.2298679265546101
P10-load-mlp-A_calendar_only-F01-S2020,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,2020,0.0983074999994642,0.0,12,731.76666,955.8089178805562,17.549948,0.17608836,0.23000068967395998
P10-load-mlp-A_calendar_only-F01-S2025,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,2025,0.1012020999996821,0.0,12,746.8424,975.7464450357993,17.950632,0.17971611,0.2347983484008398
P10-load-mlp-A_calendar_only-F01-S31415,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F01,31415,0.0972884000002523,0.0,12,742.5465,953.3842352378185,17.869177,0.17868237,0.2294172271537454
P10-load-mlp-C_calendar_lags-F01-S42,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,42,0.09936279999965336,0.0,12,615.7217,809.1278483651394,14.554886,0.14816393,0.19470415025113372
P10-load-mlp-C_calendar_lags-F01-S123,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,123,0.1030006000000867,0.0,12,473.76477,594.6693934447947,11.191012,0.11400419,0.14309802729565071
P10-load-mlp-C_calendar_lags-F01-S2020,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,2020,0.09773499999937485,0.0,12,536.425,736.6332194518518,12.410391,0.1290824,0.17725943474807374
P10-load-mlp-C_calendar_lags-F01-S2025,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,2025,0.09599549999984447,0.0,12,557.4211,767.9042095209533,12.8944,0.13413478,0.1847843167073564
P10-load-mlp-C_calendar_lags-F01-S31415,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F01,31415,0.10724759999993694,0.0,12,545.5731,722.0509850419152,12.748162,0.13128376,0.1737504447098662
P10-load-mlp-E_full-F01-S42,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,42,0.0976596000000427,0.0,12,515.6506,685.5263032882108,11.999118,0.12408336,0.1649613427917737
P10-load-mlp-E_full-F01-S123,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,123,0.0967675000001691,0.0,12,495.43393,670.1825544208085,11.422221,0.119218536,0.16126910603224226
P10-load-mlp-E_full-F01-S2020,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,2020,0.09505220000028203,0.0,12,628.24646,837.0349455070559,14.801071,0.15117782,0.20141956320592383
P10-load-mlp-E_full-F01-S2025,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,2025,0.094184800000221,0.0,12,559.6515,747.8767445241227,13.07407,0.1346715,0.1799650158245959
P10-load-mlp-E_full-F01-S31415,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F01,31415,0.0942297999999937,0.0,12,506.12613,628.9974662111129,11.980957,0.121791445,0.1513585491046947
P10-load-random_forest-A_calendar_only-F02-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F02,42,0.4484489000005851,0.09262580000086018,N/A,923.2011368279009,1179.3870489895583,19.6621541128943,0.19462148243841434,0.24862843716992017
P10-load-random_forest-B_lags_only-F02-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F02,42,0.41543670000010025,0.09199300000000221,N/A,367.3780693940766,475.0171925715166,7.682099191593582,0.07744754813291191,0.10013912084169818
P10-load-random_forest-C_calendar_lags-F02-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F02,42,0.45848560000013094,0.09453089999988151,N/A,611.7515948408964,793.5108528914965,12.449300519931262,0.1289643150582408,0.16728126987727326
P10-load-random_forest-D_calendar_lags_rolling-F02-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,D_calendar_lags_rolling,11,F02,42,0.47957210000004125,0.09041759999945498,N/A,617.8364476669951,799.2318892167339,12.578738961530707,0.13024707244467984,0.16848733053543868
P10-load-random_forest-E_full-F02-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,E_full,12,F02,42,0.600103300000228,0.09311500000058004,N/A,594.6133492458398,777.0996038386994,12.048153905969333,0.12535137457209264,0.16382158867465274
P10-load-mlp-A_calendar_only-F02-S42,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,42,0.1180713999992804,0.0,12,1135.5151,1414.839080955852,24.7642,0.23937972,0.29826445003475194
P10-load-mlp-A_calendar_only-F02-S123,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,123,0.115558599999531,0.0,12,1087.3394,1355.087727787393,23.542562,0.22922371,0.2856681733757962
P10-load-mlp-A_calendar_only-F02-S2020,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,2020,0.1317311000002519,0.0,12,1131.0317,1405.1341572960214,24.677221,0.23843457,0.2962185398270179
P10-load-mlp-A_calendar_only-F02-S2025,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,2025,0.04962009999962902,0.0,5,1162.1469,1441.758995116729,25.430273,0.244994,0.30393947944286825
P10-load-mlp-A_calendar_only-F02-S31415,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,A_calendar_only,6,F02,31415,0.050518799999736075,0.0,5,1145.3497,1415.5859210941594,25.00972,0.24145298,0.2984218925779461
P10-load-mlp-C_calendar_lags-F02-S42,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,42,0.12190169999939826,0.0,12,970.15796,1208.76874339139,20.673464,0.20452052,0.25482243833924817
P10-load-mlp-C_calendar_lags-F02-S123,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,123,0.11456570000063948,0.0,12,677.746,841.4194480162673,14.100412,0.14287668,0.17738095610248947
P10-load-mlp-C_calendar_lags-F02-S2020,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,2020,0.11498980000033043,0.0,12,883.3647,1100.8526241055158,18.620863,0.18622349,0.23207247164555156
P10-load-mlp-C_calendar_lags-F02-S2025,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,2025,0.11877779999940685,0.0,12,872.43994,1100.7614977823307,18.295288,0.18392043,0.23205326116215855
P10-load-mlp-C_calendar_lags-F02-S31415,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,C_calendar_lags,9,F02,31415,0.1188044999998965,0.0,12,805.57605,997.7662238721052,16.910381,0.16982475,0.21034066561506776
P10-load-mlp-E_full-F02-S42,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,42,0.11465279999993072,0.0,12,823.9732,1019.3658567952921,17.307394,0.17370307,0.21489411817479945
P10-load-mlp-E_full-F02-S123,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,123,0.11608219999925495,0.0,12,730.633,933.4180467507579,15.035638,0.15402588,0.1967753252748285
P10-load-mlp-E_full-F02-S2020,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,2020,0.11894690000008268,0.0,12,1023.1592,1284.8483373534793,21.925245,0.21569379,0.2708608970992645
P10-load-mlp-E_full-F02-S2025,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,2025,0.1146578000007139,0.0,12,825.3547,1051.2229782496195,17.198748,0.17399432,0.22160996801112565
P10-load-mlp-E_full-F02-S31415,VALID,load,mlp,pytorch,PYTORCH_MLP_V1,E_full,12,F02,31415,0.11302009999963047,0.0,12,766.0012,971.199934359553,15.910723,0.16148192,0.20474018437477565
P10-load-random_forest-A_calendar_only-F03-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,A_calendar_only,6,F03,42,0.42973280000023806,0.10361240000020189,N/A,556.8827133638669,669.0252744140726,10.60765244980876,0.1024568014237026,0.12308909586010569
P10-load-random_forest-B_lags_only-F03-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,B_lags_only,3,F03,42,0.44129809999958525,0.10248090000004595,N/A,336.0087058376289,432.5784689116754,6.104008563768745,0.06181979871971186,0.07958696728388796
P10-load-random_forest-C_calendar_lags-F03-S42,VALID,load,random_forest,sklearn,SKLEARN_RANDOM_FOREST_REGRESSOR,C_calendar_lags,9,F03,42,0.4533037000001059,0.10604740000053425,N/A,281.23482350457607,384.14626967821863,4.932629161411221,0.05174235036168392,0.07067627908995731
